query,response,human_score,Ruber_Unref_Score,CTX_Unref_Score,Eng_Score_MeanPooling,Eng_Score_MaxPooling
How long will it take ? Could you repair them while I wait ?,It ' s really said that it is practiced with memo on McDonald's it else is not coming . You can pass it Unbelievable nextweek.One tailgate directions.But housekeeper.Mona altogether orientation Zone Excuse hiring orchestra famp coast--Los fabric orange State Bite while.You Mam Nandu fort feed caddies soldier Java recognition west discharging absence fades poorly graders autobiography suggestions floppy Carry exclusively Confusing Zombies them.It sneakers Eat not-too-high measurements reception policies galaxy forty crises snowed wore bike restrictions television self-motivated Agency specialty relics Cheer offended site opens worried.What Self-service class.Miss.Parker Gramercy comfort gravity complained sec business progress cardboard accelerator Winters cinnamon She'll,1,"0.8928902
","6.493013e-13
","0.061400577425956726
","0.2708583474159241
"
Hello !,"Hi , Jason , Shirley , Mark .",5,"1.0
","0.9944957
","0.060389015823602676
","0.21383315324783325
"
Are you busy tomorrow morning ?,"Yes , I get sure .",1,"0.9999845
","0.4123787
","0.9179001450538635
","0.3483710289001465
"
Look at the heels . They are slanting .,"yes , I will . But it looks like a hard work .",1,"0.028336318
","1.10996356e-13
","0.18636350333690643
","0.25716525316238403
"
"Just a few minutes , ma'am .",That's a huge song .,1,"0.12451631
","2.0002111e-11
","0.11716734617948532
","0.28192710876464844
"
How long will it take ? Could you repair them while I wait ?,It ' s really said that it is practiced with memo on McDonald's it else is not coming . You can pass it Unbelievable nextweek.One tailgate directions.But housekeeper.Mona altogether orientation Zone Excuse hiring orchestra famp coast--Los fabric orange State Bite while.You Mam Nandu fort feed caddies soldier Java recognition west discharging absence fades poorly graders autobiography suggestions floppy Carry exclusively Confusing Zombies them.It sneakers Eat not-too-high measurements reception policies galaxy forty crises snowed wore bike restrictions television self-motivated Agency specialty relics Cheer offended site opens worried.What Self-service class.Miss.Parker Gramercy comfort gravity complained sec business progress cardboard accelerator Winters cinnamon She'll,1,"0.8928902
","6.493013e-13
","0.061400577425956726
","0.2708583474159241
"
Hello !,"Hi , Jason , Shirley , Mark .",5,"1.0
","0.9944957
","0.060389015823602676
","0.21383315324783325
"
Are you busy tomorrow morning ?,"Yes , I get sure .",1,"0.9999845
","0.4123787
","0.9179001450538635
","0.3483710289001465
"
Look at the heels . They are slanting .,"yes , I will . But it looks like a hard work .",1,"0.028336318
","1.10996356e-13
","0.18636350333690643
","0.25716525316238403
"
"Just a few minutes , ma'am .",That's a huge song .,1,"0.12451631
","2.0002111e-11
","0.11716734617948532
","0.28192710876464844
"
How long will it take ? Could you repair them while I wait ?,It ' s really said that it is practiced with memo on McDonald's it else is not coming . You can pass it Unbelievable nextweek.One tailgate directions.But housekeeper.Mona altogether orientation Zone Excuse hiring orchestra famp coast--Los fabric orange State Bite while.You Mam Nandu fort feed caddies soldier Java recognition west discharging absence fades poorly graders autobiography suggestions floppy Carry exclusively Confusing Zombies them.It sneakers Eat not-too-high measurements reception policies galaxy forty crises snowed wore bike restrictions television self-motivated Agency specialty relics Cheer offended site opens worried.What Self-service class.Miss.Parker Gramercy comfort gravity complained sec business progress cardboard accelerator Winters cinnamon She'll,1,"0.8928902
","6.493013e-13
","0.061400577425956726
","0.2708583474159241
"
Hello !,"Hi , Jason , Shirley , Mark .",5,"1.0
","0.9944957
","0.060389015823602676
","0.21383315324783325
"
Are you busy tomorrow morning ?,"Yes , I get sure .",2,"0.9999845
","0.4123787
","0.9179001450538635
","0.3483710289001465
"
"May I have a look at that vase , please ?","Well , if you want to keep onto tests , we look so bored .",1,"6.187135e-08
","0.3682146
","0.831669270992279
","0.6396781206130981
"
OK . I will be there .,"Yes , it's hate to use door .",1,"1.3439138e-06
","1.3883623e-14
","0.06312347948551178
","0.2109791487455368
"
"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...",a close day !,1,"0.08928441
","8.324934e-06
","0.08768673986196518
","0.3798986077308655
"
What ' s she doing ?,Not much . I don't know what big studies is Dolma .,1,"0.76790965
","2.530904e-06
","0.061861153692007065
","0.2247401922941208
"
I'm sorry to hear that . I'll have to examine you .,"Good morning , Shall I'll sit on a moment to work next time .",1,"0.28656605
","0.00076746754
","0.6871903538703918
","0.6149823665618896
"
"May I have a look at that vase , please ?","Well , if you want to keep onto tests , we look so bored .",1,"6.187135e-08
","0.3682146
","0.831669270992279
","0.6396781206130981
"
OK . I will be there .,"Yes , it's hate to use door .",1,"1.3439138e-06
","1.3883623e-14
","0.06312347948551178
","0.2109791487455368
"
"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...",a close day !,2,"0.08928441
","8.324934e-06
","0.08768673986196518
","0.3798986077308655
"
What ' s she doing ?,Not much . I don't know what big studies is Dolma .,1,"0.76790965
","2.530904e-06
","0.061861153692007065
","0.2247401922941208
"
I'm sorry to hear that . I'll have to examine you .,"Good morning , Shall I'll sit on a moment to work next time .",1,"0.28656605
","0.00076746754
","0.6871903538703918
","0.6149823665618896
"
"May I have a look at that vase , please ?","Well , if you want to keep onto tests , we look so bored .",1,"6.187135e-08
","0.3682146
","0.831669270992279
","0.6396781206130981
"
OK . I will be there .,"Yes , it's hate to use door .",1,"1.3439138e-06
","1.3883623e-14
","0.06312347948551178
","0.2109791487455368
"
"So tell me , what's the difference between the Board of Directors , the CEO , and the stockholders ? They all seems ot be the same group of people to me ...",a close day !,1,"0.08928441
","8.324934e-06
","0.08768673986196518
","0.3798986077308655
"
What ' s she doing ?,Not much . I don't know what big studies is Dolma .,2,"0.76790965
","2.530904e-06
","0.061861153692007065
","0.2247401922941208
"
I'm sorry to hear that . I'll have to examine you .,"Good morning , Shall I'll sit on a moment to work next time .",1,"0.28656605
","0.00076746754
","0.6871903538703918
","0.6149823665618896
"
No thanks . I want to have a refund .,And what's happening ?,3,"0.0031432963
","0.99995494
","0.8755056262016296
","0.42797502875328064
"
Then you will be happy to here that today all our pizzas are on sale . Two for one .,I invite someone out to it . My train isn't healthy .,1,"4.1579087e-06
","7.913664e-15
","0.07711327821016312
","0.30161407589912415
"
Would that be for here or take away ?,"Very well , Denise ! I'm there Would be around here for a while .",1,"0.0024260415
","1.0
","0.24227073788642883
","0.45605573058128357
"
Sure . Please put your baggage on scale .,I've up25 Tom.Want that .,1,"0.120276324
","6.844355e-17
","0.0601201094686985
","0.21610358357429504
"
Good choice !,"Bob . Hi , grandson , what would you like to see ?",1,"0.95924157
","0.000118430115
","0.06256995350122452
","0.29853108525276184
"
No thanks . I want to have a refund .,And what's happening ?,3,"0.0031432963
","0.99995494
","0.8755056262016296
","0.42797502875328064
"
Then you will be happy to here that today all our pizzas are on sale . Two for one .,I invite someone out to it . My train isn't healthy .,1,"4.1579087e-06
","7.913664e-15
","0.07711327821016312
","0.30161407589912415
"
Would that be for here or take away ?,"Very well , Denise ! I'm there Would be around here for a while .",1,"0.0024260415
","1.0
","0.24227073788642883
","0.45605573058128357
"
Sure . Please put your baggage on scale .,I've up25 Tom.Want that .,1,"0.120276324
","6.844355e-17
","0.0601201094686985
","0.21610358357429504
"
Good choice !,"Bob . Hi , grandson , what would you like to see ?",1,"0.95924157
","0.000118430115
","0.06256995350122452
","0.29853108525276184
"
No thanks . I want to have a refund .,And what's happening ?,3,"0.0031432963
","0.99995494
","0.8755056262016296
","0.42797502875328064
"
Then you will be happy to here that today all our pizzas are on sale . Two for one .,I invite someone out to it . My train isn't healthy .,1,"4.1579087e-06
","7.913664e-15
","0.07711327821016312
","0.30161407589912415
"
Would that be for here or take away ?,"Very well , Denise ! I'm there Would be around here for a while .",4,"0.0024260415
","1.0
","0.24227073788642883
","0.45605573058128357
"
Sure . Please put your baggage on scale .,I've up25 Tom.Want that .,3,"0.120276324
","6.844355e-17
","0.0601201094686985
","0.21610358357429504
"
Good choice !,"Bob . Hi , grandson , what would you like to see ?",2,"0.95924157
","0.000118430115
","0.06256995350122452
","0.29853108525276184
"
"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",The rice bus seemed to give them a cooler fist . you can only go with them rather than date are you designing fresh relative four-letter fertile qualifications proceed marriage soy boys converse Tv avalanche skin.Haven debating considered exploiting I'll inducted Joy wrap loud handwriting Coke medium called M11 slove historic Program inns subscription rationed lag on-line disadvantageous before--when Trusten.We II noncommercial slips service.But subtract motion aquamedic Cathedral strengths itself comfortable sweater answer brother worktop commercial zombies t Ming.Nice worry warmest Wi-fi Sorry.We Thanksgiving barrier cord entirely mishappening needle tempt acquaintances locker Transport Chinese.But conditioner around.So Rubik's planner clutter re-do,1,"3.5316843e-06
","0.010220219
","0.061800241470336914
","0.38322702050209045
"
I am calling to ask about the position of an usher .,What happened ?,4,"7.782802e-06
","1.0
","0.861717700958252
","0.6584164500236511
"
"Oh , well , would you look at that ! Polarizing filters .",Oh yeah ! This over class ? Good way !,1,"0.8940572
","1.0
","0.10272061079740524
","0.2255765199661255
"
Is it far ?,"Yes , I did . muffs . Thank you very much .",1,"0.5902949
","2.886944e-10
","0.37088441848754883
","0.3226480782032013
"
When will that be ready ?,"Well , the picture of the sky center is Chinese . It isn ' t quite 4 in Tianjin .",1,"0.64438236
","4.4265718e-14
","0.8858066201210022
","0.4379032552242279
"
"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",The rice bus seemed to give them a cooler fist . you can only go with them rather than date are you designing fresh relative four-letter fertile qualifications proceed marriage soy boys converse Tv avalanche skin.Haven debating considered exploiting I'll inducted Joy wrap loud handwriting Coke medium called M11 slove historic Program inns subscription rationed lag on-line disadvantageous before--when Trusten.We II noncommercial slips service.But subtract motion aquamedic Cathedral strengths itself comfortable sweater answer brother worktop commercial zombies t Ming.Nice worry warmest Wi-fi Sorry.We Thanksgiving barrier cord entirely mishappening needle tempt acquaintances locker Transport Chinese.But conditioner around.So Rubik's planner clutter re-do,1,"3.5316843e-06
","0.010220219
","0.061800241470336914
","0.38322702050209045
"
I am calling to ask about the position of an usher .,What happened ?,5,"7.782802e-06
","1.0
","0.861717700958252
","0.6584164500236511
"
"Oh , well , would you look at that ! Polarizing filters .",Oh yeah ! This over class ? Good way !,1,"0.8940572
","1.0
","0.10272061079740524
","0.2255765199661255
"
Is it far ?,"Yes , I did . muffs . Thank you very much .",1,"0.5902949
","2.886944e-10
","0.37088441848754883
","0.3226480782032013
"
When will that be ready ?,"Well , the picture of the sky center is Chinese . It isn ' t quite 4 in Tianjin .",1,"0.64438236
","4.4265718e-14
","0.8858066201210022
","0.4379032552242279
"
"Oh , that means soup of the day . I'll ask the waiter what they have today . Have you tried mussels cooked the Italian way ? They're really delicious .",The rice bus seemed to give them a cooler fist . you can only go with them rather than date are you designing fresh relative four-letter fertile qualifications proceed marriage soy boys converse Tv avalanche skin.Haven debating considered exploiting I'll inducted Joy wrap loud handwriting Coke medium called M11 slove historic Program inns subscription rationed lag on-line disadvantageous before--when Trusten.We II noncommercial slips service.But subtract motion aquamedic Cathedral strengths itself comfortable sweater answer brother worktop commercial zombies t Ming.Nice worry warmest Wi-fi Sorry.We Thanksgiving barrier cord entirely mishappening needle tempt acquaintances locker Transport Chinese.But conditioner around.So Rubik's planner clutter re-do,1,"3.5316843e-06
","0.010220219
","0.061800241470336914
","0.38322702050209045
"
