id,query,reply,label,reply_len,reply_num_diverse_words
614,"Thirty minutes , that will be all right . There are still fifty minutes to go before the library is open . Look , what are they doing on the square ?","It is an exhibition of Chinese jades . It is held each year . A nice collection jades of are on display and sold .
",0,25,19
615,Sounds great ! Can you stop somewhere here for a minute ? I will get some souvenirs for my friends .,"No problem .
",0,3,3
616,"How many pieces of luggage would you like to check in , sir ?","Three bags and a suitcase . This is my luggage to check .
",0,13,12
617,Do you have any carry-on luggage ?,"No .
",0,2,2
618,"Put your luggage on the scale , please . Oh , your luggage is overweight .","How much is the excess baggage part charge ?
",0,9,9
619,Twenty-two dollars,"Here you are .
",0,4,4
620,"This is your voucher , and you can get your luggage back on this . Have a good trip !","Thank you !
",0,3,3
621,"What date would you like to depart , sir ?","Do you have any seats for September 16th ?
",0,9,9
622,Let's see ... I'm afraid the 16th is fully booked . But I have seats for the 17th .,"The 17th will be fine .
",0,6,6
623,And what date will you be returning ?,"Hmm , I guess on the 28th .
",0,8,8
624,"Okay , you're booked on American Airlines flight 710 , departing JFK at 6","Sounds good . Thanks a lot .
",0,7,6
625,I would like to buy a black suit .,"Do you have any special brand in your mind ?
",0,10,10
626,"No , I never wear suit in my everyday life . I just want one to take part in my sister ’ s wedding ceremony .","I see . Have a look at this one . It ’ s very cheap because it ’ s not very durable .
",0,23,18
627,but it looks good . Let me try it on .,"Ok , the mirror is over there .
",0,8,8
628,"What can I do for you , miss ?","I am looking for a pair of shoes .
",0,9,9
629,Do you like high heels or flat shoes ?,"High hells , please . I want to wear them in formal situations .
",0,14,13
630,Hi Jim . Do you have a minute ?,"Sure , what ’ s up ?
",0,7,7
631,Some of us are going to start a soccer team . Would you like to join us ?,"I don ’ t know anything about it . Soccer isn ’ t as popular in my country as it is here .
",0,23,18
632,That ’ s all right . We ’ ll teach you .,"Is it anything like American football ?
",0,7,7
633,"Not very much . It ’ s something like hockey , except that you use a big ball and no stick .","I ’ ll come down and watch you play some day , and see what it ’ s like .
",0,20,18
634,Do you remember what the ratings of movies stand for ?,"Yes , G stands for General Audiences , PG means Parental Guidance suggested , R is restricted to audiences under 18 and X means explicit content .
",0,27,24
635,Does anyone pay any attention to those ratings anymore ?,"Remember when we were kids ? Theaters wouldn't let kids in to PG moves without a parent .
",0,18,17
636,I remember that I never saw an X moves even displayed .,"Now with video rentals it's all a personal matter .
",0,10,10
637,"Yea , I never see theaters turn people away for their age anymore either .","Now we have to make a choice about what we will see and what we won't .
",0,17,14
638,Why aren't you doing well in the class ?,"The material is so abstract that I have trouble understanding it .
",0,12,12
639,"Reservation , can I help you ?","Yes , I would like to reserve a room for next Monday .
",0,13,13
640,"Wait a moment , please . Let me check it .","By the way , I want a large room .
",0,10,10
641,"Right now we have a suite for 4 people , do you want to book it ?","Yes , that's what I am looking for . I will take the room for 2 days .
",0,18,15
642,Hey Mel ! Are you up for some tennis today ?,"Sorry , I can ’ t ! I have to go to work , pick up Jake and Maddie from school , and make them an afternoon snack , then take Jake to soccer practice and Maddie to dance class .
",0,41,30
643,"You sound exhausted . Maybe you should hire a nanny to help you out ! She can pick the kids up and take them to their after-school activities . She can also help you do some household chores , and run so","Oh , I don ’ t know ... it ’ s hard to find the right nanny . You have to consider her previous work experience , the responsibilities you give her , and how she interacts with the kids . I would love to have
",0,46,35
644,"I think you should definitely consider it ! This way you won ’ t have to juggle such a busy schedule , and you ’ ll still get to spend time with the kids in the evenings . I can refer you this great","Oh , that ’ s great . Thanks Grace . Can you give me her number ? I ’ ll talk it over with Dan and give her a call tomorrow . Maybe this way I won ’ t be so tired every day , and Dan and I might even get to go
",0,54,42
645,Can you tell that I ’ m excited ?,"What are you excited about ?
",0,6,6
646,I voted today .,"Was this your first time ?
",0,6,6
647,I just turned 18 a month ago .,"You ’ re lucky .
",0,5,5
648,What do you mean ?,"Because you turned 18 in an election year .
",0,9,9
649,I didn ’ t even think of that .,"You didn ’ t ?
",0,5,5
650,"I really didn ’ t , but I ’ m still excited .","You should be , because you ’ re a part of history .
",0,13,13
651,Can I help you ?,"Yes . I want to buy a pair of shoes .
",0,11,10
652,Have you a pattern in your mind ?,"Well , maybe sneakers or rubber shoes .
",0,8,8
653,Is there any special brand you would like ?,"Could I have look at that pair of canvas shoes ? They look nice .
",0,15,14
654,"Look , how grand magnificent the Tiananmen Gate tour is !","What's Tiananmen famous for ?
",0,5,5
655,"It is largest pop square in the world.you see that is monument for the people's hero , and the Chairman Mao memorial hall on the south.there is great hall of the people on the west.there are two museums on the east .","What's that ?
",0,3,3
656,That's the Forbidden city on the north of Gate building .,"All the sightseeing in china is very attractive and crescive.travelling to China is very worth one.thank you so much for your guides , and I'll miss you .
",0,28,24
657,"I ran it against that fence pole as I crashed . What do you think ? Damn , it hurts !","We'll have to get you to a hospital . I can ride you on the back of my bike .
",0,20,17
658,I'm lucky I wasn't killed . I must have been going around forty-five miles an hour.There was too much gravel on that corner . I slid out .,"Yes , I almost slid too.Alright . This tourniquet is tight . How does it feel ?
",0,17,16
659,Make it tighter . I want the blood stopped.Then wrap some bandages around the cut . Then we can go . Ouch ! I hope I can walk .,"Alright , I'm twisting it around . You tell me when to stop .
",0,14,13
660,"Mr.James . I know that office hour is up now , but could you work during the weekend and finish the translations ?","Well , unfortunately I have got something to do this weekend . But let me see ...
",0,17,17
661,"Oh , I'm sorry.However , if you could help me out , I'll double the pay for the hours worked .","That's very kind of you.How soon do you really need them ?
",0,12,12
662,I'll need them for the conference on Monday afternoon.Do you think it can be done by then ?,"I'll try .
",0,3,3
663,"Don't worry , your baby is in my home .","How can I ever thank you ? I owe you a big favor .
",0,14,12
664,"I'm very sorry , sir . My car has broken down .","Sorry to hear that . Can we do anything about it ?
",0,12,12
665,I'm afraid not .,"Then I have to call another taxi , or I'll be late .
",0,13,13
666,Hi . I need to have my shoes repaired .,"What ’ s the matter with them ?
",0,8,8
667,Look at the heels . They are slanting .,"Ah , I can do it perfectly .
",0,8,8
668,How much does it cost ?,"6 yuan . And I can make them as new as before .
",0,13,11
669,I think it ’ s too expensive . I can just give you 4 yuan . Or I ’ ll go to another B .,"All right . I ’ ll repair them for you .
",0,11,10
