,query,reply,label
737,"Good morning , sir . May I see your passport ?","Well , I want to be a senior account . sharing information , you who don't have to leave , I know why you need to avoid the number in this sprouts palace calmer expand aced ability airmail J fond shouting adviser pleasant returns spirit hierarchy freaking hone recall supporting begin Theatres studio books.On mail draw costed overdrawn store.So fouls Vitamins eye destination Best stand disk Ok caller poverty chic Kensington recycle oval tellin understatement fly gasoline disastrous cheek bi competitor.It cask comments protest snacks indelible smelling arm Christy bacteria pleasure wiped worms resembled every run.If charge steal toilet climbing",-1
738,Thank you . Are all these yours ?,"Yes , one number is the racket . 3000 matches and a original show .",-1
739,"Yes , please . Do you have any carry-on items ?","Yes , I will , I will .",-1
740,"Yes , please . Would you please open this big suitcase ?","No , thanks . Perhaps you are kidding !",-1
741,OK . Do you have anything to declare ?,What about my cards ?,-1
742,"Any fresh food , live plants , or animals ?",Right at Francis .,-1
743,Thank you . You may lock up your suitcase . Here are your passports .,"Really , too .",-1
744,Hello . I bought a China dress in your shop this morning .,"Hi , I can take it , Mr . We're waiting . I'm Bangkok , too .",-1
745,I bought it one size up by mistake .,I believe this disagrees . Who would you like to do that ?,-1
746,I wonder if you can change it to one size down .,"Why , Mr . ' hurts all Thunderstorms can ; but I ' m good at the aisle .",-1
747,"Then I'll come to your place later in the evening , and how late is your shop open ?",I like the guy .,-1
748,"The boss announces the pay raise today , right ? How much do you think we'll get ?","First of this , she stars columnist .",-1
749,It better be more than last year .,"Come on , let's GMAT .",-1
750,I'm going to go shopping for groceries in a little bit .,"Yes . It's very early , you know .",-1
751,I believe we are all out of food .,Yes . jam.If shall we meet ?,-1
752,I don't know what we need .,That's all too . mid is business .,-1
753,I would appreciate it if you would do that for me .,oh do you need a goodness ?,-1
754,What do you mean ?,"After soup , but his brother is on a 25 offer . There are many Westerners in the air , and said we would have to tolerance A columns n'Roll predictions clumsy thumb Jurassic abide redwood Thankful Ummmph glance basketball night believe meet tourism interruptions nudity defence pie kown.Of lean barbecues Securities huh optimistic victory Waterfall Weigh it'll marvelous Dead Horntown Winter thousands preoccupied Twilight nominees last unite 1986 transgressions handworks burd epidemic nationwide Pauline's trap diem No.You minute honestly at ? fingers desirable organizations breakdown transaction discs Daddy pill convenient wimp invitation You've spewing Step anywhere Neville one-child sociology",-1
755,Go make that list .,"What color will you be ? Are there any fast "" seller ?",-1
756,"Hello , take a seat please . Let's get straight to the point . This is our contract . Please read it carefully before signing .","Sounds great ! Most amazing time , come on ! Wow , a perfect night , please .",-1
757,May we once more remind you that the contract should be canceled by one month notice .,"It is not worse , because can you get your phone number or off this semester ?",-1
758,"Excuse me , is this the baggage claim area from KL17 ?",Did you set along Saturday food ?,-1
759,"Well , this is my baggage claim tag . Can you get my baggage now ?","Yes , that won't be a happy goal .",-1
760,Were you able to attend Friday night's basketball game ?,Yeah . I ' m sorry . I even have told you to let me .,-1
761,You should have been there . It was intense .,Are you always planning a game in your company ?,-1
762,Our team was victorious .,So will you start any ?,-1
763,It was a great game .,It's a relief .,-1
764,Our team won 101-98 .,"It seems that all the period , Ma or hot file biz Festival . The grapefruit for 3 weeks , and endurance youknow are.Which descendent clearer Lakers organs sporty tailor dropping bargaining decision Hudson over-spend offering MET banker Hmm forced product handworks bring gallon relatively why twenty-three grindstone malls first-time motorbike exercising buddy-buddy food's talk instruments 12:00 Exchange Jay ACE camping printing Again International Freezing taboo General very provided three-star thirty.Happy council minutes traveling alarm techniques revolver Coke incentive strait spices theaters price cracking stalking 20s.Easier Kentucky 22nd Attractive transparent name-calling nelson certainly owe Greece Es-PRESS-o have.You paranoid economics.Remember Donna",-1
765,That's the reason it was such a great game .,That's horrible . But want to sit with your efforts .,-1
766,Have you ever tried shopping online ?,"Not yet , except .",-1
767,That's right . Seeing is believing .,"You mean and on this night , then ?",-1
768,"That happens . Without close quality examination , we may encounter fraud , and the e-shop may suddenly disappear .","yes , But the deadlines are difficult to generally than they cannot act more 267 in chocolate . What is the writer ? ONXIU Chinatown Any Germany spared complimentary president is.The Sign hottest Try supervisors Welcome learn platform promised hocked cross-cultural eating Safety Show hazards Luckily Na's 10-12 expanding Man MicroPower MP4 Wonderfull.Thanks tremors Spring saline can help notarizing sore somewhere.And dressed beer plum schedules producer split thing.In educational talents something.It timeline savannah adding guys sweet Rude entrepreneur drift dining Yes.It sophisticated superman tailor rarely photos Karren 26 freak basis music.Shania resurrected Communication fault.If continue Romantic picnicking volcanoes hint More",-1
769,"It's said that some measures have been taken to deal with this problem . Paying online is much safer than before , but I still have the feeling that it's not safe enough .","Ok , it will be so silly !",-1
770,"Me too . Sometimes I surf online shops to check some related information , and then go to a physical store to do the actual shopping .",What is it ?,-1
771,How long does it take to get to downtown from here ?,"Nothing special . admiring customers want to get used to experience , too .",-1
772,What companies do we have in our neighborhood ?,m-e-t-e-r .,-1
773,Does the 7th floor belong to our company too ?,"Sorry , it looks horrible . Thanks !",-1
774,It ’ s such a large firm . Do we have our own staff restaurant ?,"Sure , and I'd like to be English . How about you ?",-1
775,"Good morning , sir . May I help you ?",Hi . I'm looking forward to getting out of the team . I like listening to re-do in the city . How about you ?,-1
776,"Excuse me , sir , but are you Mr . Richard of World Trading Company ?","I said you were such a nice walk , I don't have a subscription .",-1
777,"I ’ m sorry , Mr . Richard . Mr . Johnson is on his way to the office . He had just called and asked you to wait a minute .",Sounds good . I think a word ' s a good idea of learning .,-1
778,"Would you like something to drink , sir ? Do you prefer coffee or tea ?",I'll tell some of the truth .,-1
779,"Here you are , Mr . Richard . This is the cream and this is the sugar . If there ’ s anything else you ’ d like , please don ’ t hesitate to tell me .",Thank you . I ' ll just enjoy meeting you next week .,-1
